"verbo","papel"
"destapar","Agent"
"destemperar","Agent"
"desterroar","Agent"
"destilar","Agent"
"destinar","Agent"
"destituir","Agent"
"destorroar","Agent"
"destrancar","Agent"
"destratar","Agent"
"destravar","Agent"
"destrinçar","Agent"
"destrinchar","Agent"
"destripar","Agent"
"destroçar","Agent"
"destruir","Agent"
"desumedecer","Agent"
"desumidificar","Agent"
"desunir","Agent"
"desvairar","Agent"
"desvalidar","Agent"
"desvelar1","Agent"
"desvelar2","Agent"
"desvencilhar","Agent"
"desventrar","Agent"
"desvestir","Agent"
"desviar","Agent"
"desvicerar","Agent"
"desvigorar","Agent"
"desvincilhar","Agent"
"desvirtuar","Agent"
"detectar","Agent"
"deter","Agent"
"deteriorar","Agent"
"determinar","Agent"
"detonar","Agent"
"detrair","Agent"
"detratar","Agent"
"devassar","Agent"
"devastar","Agent"
"devolver","Agent"
"devorar","Agent"
"devotar","Agent"
"difamar","Agent"
"diferençar","Agent"
"diferenciar","Agent"
"difundir","Agent"
"digerir","Agent"
"dilacerar","Agent"
"dilatar","Agent"
"dilucidar","Agent"
"diluir","Agent"
"dimanar","Agent"
"diminuir","Agent"
"dirigir","Agent"
"dirimir","Agent"
"discernir","Agent"
"disciplinar","Agent"
"discorrer","Agent"
"discriminar","Agent"
"disparar","Agent"
"disparatar","Agent"
"dispartir","Agent"
"dispensar","Agent"
"dispor","Agent"
"dissecar","Agent"
"dissimular","Agent"
"dissipar","Agent"
"dissociar","Agent"
"dissolver","Agent"
"dissuadir","Agent"
"distinguir","Agent"
"distrair","Agent"
"distratar","Agent"
"distribuir","Agent"
"ditar","Agent"
"divagar","Agent"
"dividir","Agent"
"divinizar","Agent"
"divorciar","Agent"
"dizer","Agent"
"dizimar","Agent"
"doar","Agent"
"dobrar","Agent"
"documentar","Agent"
"doidejar","Agent"
"doirar","Agent"
"dormir","Agent"
"dormitar","Agent"
"dotar","Agent"
"dourar","Agent"
"doutrinar","Agent"
"drapear","Agent"
"drapejar","Agent"
"drenar","Agent"
"duplicar","Agent"
"economizar","Agent"
"edificar","Agent"
"editar","Agent"
"editorar","Agent"
"educar","Agent"
"edulcorar","Agent"
"eduzir","Agent"
"eivar","Agent"
"elaborar","Agent"
"eleger","Agent"
"elevar","Agent"
"eliminar","Agent"
"elogiar","Agent"
"elucidar","Agent"
"emaçar","Agent"
"emaciar","Agent"
"emagrecer","Agent"
"emalar","Agent"
"emaranhar","Agent"
"embaçar","Agent"
"embaciar","Agent"
"embainhar","Agent"
"embair","Agent"
"embalar1","Agent"
"embalar2","Agent"
"embaraçar","Agent"
"embarcar","Agent"
"embargar","Agent"
"embarrigar","Agent"
"embeber","Agent"
"embeberar","Agent"
"embelecer","Agent"
"embelezar","Agent"
"embicar","Agent"
"embirrar","Agent"
"embolotar","Agent"
"embolsar","Agent"
"emborcar","Agent"
"embornalar","Agent"
"embotar","Agent"
"embrancar","Agent"
"embromar","Agent"
"embrulhar","Agent"
"embuçalar","Agent"
"emburrar","Agent"
"emburricar","Agent"
"embutir","Agent"
"emelar","Agent"
"emendar","Agent"
"emergir","Agent"
"emoldurar","Agent"
"empacar1","Agent"
"empacotar","Agent"
"empalecer","Agent"
"empalhar","Agent"
"empalidecer","Agent"
"empalmar","Agent"
"empanar","Agent"
"empanturrar","Agent"
"empanzinar","Agent"
"empapar","Agent"
"emparceirar","Agent"
"emparelhar","Agent"
"empatar","Agent"
"empeçar","Agent"
"empedernecer","Agent"
"empedernir","Agent"
"empedrar","Agent"
"empenhar","Agent"
"empenhorar","Agent"
"emperrar","Agent"
"empestar","Agent"
"empestear","Agent"
"empetecar","Agent"
"empilhar","Agent"
"empinar","Agent"
"emplastar","Agent"
"emplastrar","Agent"
"emplumar","Agent"
"empoar","Agent"
"empoeirar","Agent"
"empoleirar","Agent"
"empolgar","Agent"
"emporcalhar","Agent"
"emporcar","Agent"
"empossar","Agent"
"empregar","Agent"
"emprenhar","Agent"
"empretecer","Agent"
"empunhar","Agent"
"empurpurar","Agent"
"empurrar","Agent"
"empuxar","Agent"
"emudecer","Agent"
"emular","Agent"
"emulsificar","Agent"
"emulsionar","Agent"
"emurchecer","Agent"
"enaltar","Agent"
"enaltecer","Agent"
"enarrar","Agent"
"encabular","Agent"
"encadear","Agent"
"encaixar","Agent"
"encaixilhar","Agent"
"encaixotar","Agent"
"encalmar","Agent"
"encaminhar","Agent"
"encanecer","Agent"
"encantar","Agent"
"encapar","Agent"
"encapelar-se1","Agent"
"encaracolar","Agent"
"encarapitar","Agent"
"encarar","Agent"
"encarcerar","Agent"
"encardir","Agent"
"encarecer","Agent"
"encarnar","Agent"
"encaroçar","Agent"
"encarquilhar","Agent"
"encarrapitar","Agent"
"encarvoar","Agent"
"encasquetar","Agent"
"encastoar","Agent"
"encastrar","Agent"
"encavalar","Agent"
"encavar","Agent"
"encenar","Agent"
"encerrar","Agent"
"encetar","Agent"
"encharcar","Agent"
"encher","Agent"
"encimar","Agent"
"encolher","Agent"
"encomendar","Agent"
"encomiar","Agent"
"encompridar","Agent"
"encontrar","Agent"
"encorajar","Agent"
"encostar","Agent"
"encouraçar","Agent"
"encourar","Agent"
"encovar","Agent"
"encravar","Agent"
"encrespar","Agent"
"encruar","Agent"
"encumear","Agent"
"encurtar","Agent"
"endereçar","Agent"
"endinheirar","Agent"
"endurecer","Agent"
"enegrecer","Agent"
"enfaixar","Agent"
"enfardar","Agent"
"enfarinhar","Agent"
"enfarruscar","Agent"
"enfatizar","Agent"
"enfeitar","Agent"
"enfermar","Agent"
"enfiar","Agent"
"enfincar","Agent"
"enflorar","Agent"
"enforcar","Agent"
"enfraquecer","Agent"
"enfrascar","Agent"
"enfrear","Agent"
"enfrenar","Agent"
"enfrentar","Agent"
"enfronhar","Agent"
"engabelar","Agent"
"engaiolar","Agent"
"engajar","Agent"
"engalanar","Agent"
"engambelar","Agent"
"enganar","Agent"
"engarrafar","Agent"
"engastar","Agent"
"engatar","Agent"
"engatinhar","Agent"
"engelhar","Agent"
"engendrar","Agent"
"engenhar","Agent"
"engessar","Agent"
"engodar","Agent"
"engolir","Agent"
"engomar","Agent"
"engonçar","Agent"
"engordar","Agent"
"engordurar","Agent"
"engrandecer","Agent"
"engravidar","Agent"
"engraxar","Agent"
"engrenar","Agent"
"engrinaldar","Agent"
"engrolar","Agent"
"engrossar","Agent"
"engulhar","Agent"
"enjaular","Agent"
"enjoar","Agent"
"enlaçar","Agent"
"enlambuzar","Agent"
"enlamear","Agent"
"enlear","Agent"
"enloirar","Agent"
"enloirecer","Agent"
"enlourecer","Agent"
"enobrecer","Agent"
"enodoar","Agent"
"enoitar","Agent"
"enojar","Agent"
"enovelar","Agent"
"enquadrar","Agent"
"enraizar","Agent"
"enrascar","Agent"
"enredar","Agent"
"enregelar","Agent"
"enricar","Agent"
"enrijar","Agent"
"enrijecer","Agent"
"enriquecer","Agent"
"enrodilhar","Agent"
"enrolar","Agent"
"enroscar","Agent"
"enrugar","Agent"
"ensacar","Agent"
"ensangüentar","Agent"
"ensebar","Agent"
"ensinar","Agent"
"ensoar","Agent"
"ensopar","Agent"
"entabular","Agent"
"entalhar","Agent"
"entender","Agent"
"enterrar","Agent"
"entesar","Agent"
"entesoirar","Agent"
"entesourar","Agent"
"entestar","Agent"
"entibiar","Agent"
"entoar","Agent"
"entojar","Agent"
"entornar","Agent"
"entortar","Agent"
"entrajar","Agent"
"entrançar","Agent"
"entranhar","Agent"
"entrar","Agent"
"entreabrir","Agent"
"entrefechar","Agent"
"entregar","Agent"
"entremear","Agent"
"entremeter","Agent"
"entressachar","Agent"
"entretecer","Agent"
"entreter","Agent"
"entrevar-se2","Agent"
"entrever","Agent"
"entrouxar","Agent"
"entulhar","Agent"
"entupir","Agent"
"entusiamar","Agent"
"enuclear","Agent"
"enumerar","Agent"
"enunciar","Agent"
"envasilhar","Agent"
"envelhecer","Agent"
"enveredar","Agent"
"envergar","Agent"
"envergonhar","Agent"
"envermelhar","Agent"
"envesgar","Agent"
"enviar","Agent"
"envidar","Agent"
"enviesar","Agent"
"envilecer","Agent"
"envinagrar","Agent"
"enviscar","Agent"
"enviuvar","Agent"
"envolver","Agent"
"enxotar","Agent"
"enxovalhar","Agent"
"enxugar","Agent"
"epigrafar","Agent"
"epilogar","Agent"
"equilibrar","Agent"
"equipar","Agent"
"erguer","Agent"
"erigir","Agent"
"erradicar","Agent"
"errar","Agent"
"eructar","Agent"
"esbandalhar","Agent"
"esbarrar","Agent"
"esbofar","Agent"
"esborcinar","Agent"
"esbordoar","Agent"
"esborrachar","Agent"
"esborrifar","Agent"
"esbracejar","Agent"
"esbulhar","Agent"
"esburgar","Agent"
"escabujar","Agent"
"escachar","Agent"
"escalar","Agent"
"escalavrar","Agent"
"escaldar","Agent"
"escamar","Agent"
"escanchar","Agent"
"escangalhar","Agent"
"escanhoar","Agent"
"escaqueirar","Agent"
"escarafunchar","Agent"
"escarnecer","Agent"
"escarrapachar","Agent"
"escarvar","Agent"
"escavacar","Agent"
"escavar","Agent"
"esclarecer","Agent"
"escoicear","Agent"
"escoicinhar","Agent"
"escoimar","Agent"
"escolher","Agent"
"escoltar","Agent"
"escoriar2","Agent"
"escorrer","Agent"
"escoucear","Agent"
"escrever","Agent"
"escrevinhar","Agent"
"escrutar","Agent"
"esculhambar","Agent"
"esculpir","Agent"
"escumar","Agent"
"escurecer","Agent"
"escusar","Agent"
"escutar","Agent"
"esfaquear","Agent"
"esfarelar","Agent"
"esfarinhar","Agent"
"esfarrapar","Agent"
"esfazer","Agent"
"esfiar","Agent"
"esforçar","Agent"
"esfregar","Agent"
"esfriar","Agent"
"esfumaçar","Agent"
"esfumar","Agent"
"esganar","Agent"
"esgarçar","Agent"
"esgoelar","Agent"
"esgotar","Agent"
"esgrimir","Agent"
"esguichar","Agent"
"esmagar","Agent"
"esmerar","Agent"
"esmerilar","Agent"
"esmerilhar","Agent"
"esmigalhar","Agent"
"esmiuçar","Agent"
"esmiudar","Agent"
"esmorecer","Agent"
"esmurrar","Agent"
"espadelar","Agent"
"espalhar","Agent"
"espanar","Agent"
"espancar","Agent"
"espanejar","Agent"
"espanholizar","Agent"
"espargir","Agent"
"esparramar","Agent"
"esparzir","Agent"
"espatifar","Agent"
"espedaçar","Agent"
"esperançar","Agent"
"esperar","Agent"
"esperdiçar","Agent"
"espernear","Agent"
"espernegar","Agent"
"espertar","Agent"
"espessar","Agent"
"espevitar","Agent"
"espezinhar","Agent"
"espicaçar","Agent"
"espichar","Agent"
"espinotear","Agent"
"espiolhar","Agent"
"espipar","Agent"
"espirar","Agent"
"espirrar","Agent"
"esplender","Agent"
"espocar","Agent"
"espoliar","Agent"
"esponjar","Agent"
"espontar","Agent"
"esposar","Agent"
"espostejar","Agent"
"espreitar","Agent"
"espremer","Agent"
"espumar","Agent"
"esquadrilhar","Agent"
"esquadrinhar","Agent"
"esquentar","Agent"
"esquivar","Agent"
"estabelecer","Agent"
"estabilizar","Agent"
"estacar","Agent"
"estacionar","Agent"
"estafar","Agent"
"estalar","Agent"
"estalejar","Agent"
"estar","Agent"
"estardalhaçar","Agent"
"estarrecer","Agent"
"estear","Agent"
"estender","Agent"
"estiar","Agent"
"esticar","Agent"
"estilar1","Agent"
"estilhaçar","Agent"
"estilhar","Agent"
"estimar","Agent"
"estimular","Agent"
"estiolar","Agent"
"estipendiar","Agent"
"estivar","Agent"
"estocar1","Agent"
"estofar","Agent"
"estoirar","Agent"
"estourar","Agent"
"estraçalhar","Agent"
"estraçoar","Agent"
"estragar","Agent"
"estralar","Agent"
"estralejar","Agent"
"estrangular","Agent"
"estrear","Agent"
"estrebuchar","Agent"
"estreitar","Agent"
"estremar","Agent"
"estriar","Agent"
"estrinçar","Agent"
"estringir","Agent"
"estripar","Agent"
"estrompar","Agent"
"estrondar","Agent"
"estrondear","Agent"
"estropiar","Agent"
"estrugir","Agent"
"estudar","Agent"
"estugar","Agent"
"esturrar","Agent"
"esvaecer","Agent"
"esvaziar","Agent"
"esvoaçar","Agent"
"esvoejar","Agent"
"etiquetar","Agent"
"evidenciar","Agent"
"eviscerar","Agent"
"evitar","Agent"
"evocar","Agent"
"evolucionar","Agent"
"evoluir","Agent"
"evolver","Agent"
"exacerbar","Agent"
"exalar","Agent"
"exalçar","Agent"
"exaltar","Agent"
"examinar","Agent"
"exaurir","Agent"
"excetuar","Agent"
"excitar","Agent"
"excluir","Agent"
"excogitar","Agent"
"exculpar","Agent"
"executar","Agent"
"exercer","Agent"
"exibir","Agent"
"exigir","Agent"
"exonerar","Agent"
"exorar","Agent"
"exornar","Agent"
"exortar","Agent"
"expandir","Agent"
"expedir","Agent"
"expelir","Agent"
"expender","Agent"
"explanar","Agent"
"explicar","Agent"
"explodir","Agent"
"explorar","Agent"
"expor","Agent"
"expressar","Agent"
"exprimir","Agent"
"expulsar","Agent"
"expungir","Agent"
"expurgar","Agent"
"exsudar","Agent"
"extenuar","Agent"
"exteriorizar","Agent"
"exterminar","Agent"
"externar","Agent"
"extinguir","Agent"
"extirpar","Agent"
"extorquir","Agent"
"extrair","Agent"
"extraviar","Agent"
"extremar","Agent"
"exultar","Agent"
"fabricar","Agent"
"fabular","Agent"
"facetar","Agent"
"fadigar","Agent"
"fagulhar","Agent"
"faiscar","Agent"
"faixar","Agent"
"falar","Agent"
"falhar","Agent"
"fanar","Agent"
"fandangar","Agent"
"fandanguear","Agent"
"fantasiar","Agent"
"faquear","Agent"
"farejar","Agent"
"fariscar","Agent"
"farrapar","Agent"
"fartar","Agent"
"fatigar","Agent"
"favorecer","Agent"
"fazer","Agent"
"fechar","Agent"
"federalizar","Agent"
"federar","Agent"
"feitiar","Agent"
"felicitar","Agent"
"fender","Agent"
"fenecer","Agent"
"ferir","Agent"
"ferrar","Agent"
"ferretear","Agent"
"ferrolhar","Agent"
"festejar","Agent"
"fiar2","Agent"
"ficar","Agent"
"figurar","Agent"
"filar","Agent"
"filtrar","Agent"
"finalizar","Agent"
"fincar","Agent"
"findar","Agent"
"firmar","Agent"
"fisgar","Agent"
"fissurar","Agent"
"fixar","Agent"
"flambar","Agent"
"flamejar","Agent"
"flanar","Agent"
"flectir","Agent"
"fletir","Agent"
"flexionar","Agent"
"florear","Agent"
"florir","Agent"
"fluir","Agent"
"flutuar","Agent"
"focalizar","Agent"
"focar","Agent"
"focinhar","Agent"
"foguear","Agent"
"folegar","Agent"
"folgar","Agent"
"folhar","Agent"
"folhear","Agent"
"fomentar","Agent"
"forçar","Agent"
"forjar","Agent"
"formar","Agent"
"formosear","Agent"
"formular","Agent"
"fornecer","Agent"
"fornir","Agent"
"forragear","Agent"
"forrar1","Agent"
"forrar2","Agent"
"fortalecer","Agent"
"fortificar","Agent"
"fosforear","Agent"
"fosforejar","Agent"
"fossar","Agent"
"fossilizar","Agent"
"fotografar","Agent"
"fracassar","Agent"
"fracionar","Agent"
"fragmentar","Agent"
"fragorar","Agent"
"franzir","Agent"
"fraquear","Agent"
"fraquejar","Agent"
"fraturar","Agent"
"fraudar","Agent"
"fremir","Agent"
"freqüentar","Agent"
"friccionar","Agent"
"frigir","Agent"
"frisar-se1","Agent"
"frisar1","Agent"
"frisar2","Agent"
"fritar","Agent"
"frolar","Agent"
"frufrutar","Agent"
"frustrar","Agent"
"fuçar","Agent"
"fulgir","Agent"
"fulgurar","Agent"
"fulminar","Agent"
"fumaçar","Agent"
"fumacear","Agent"
"fumar","Agent"
"fumegar","Agent"
"fundamentar","Agent"
"fundar","Agent"
"fundir-se1","Agent"
"fundir1","Agent"
"funestar","Agent"
"fungar","Agent"
"furar","Agent"
"furtar","Agent"
"fusionar","Agent"
"fustigar","Agent"
"fuzilar","Agent"
"gabar","Agent"
"galantear","Agent"
"galardoar","Agent"
"galear","Agent"
"galgar","Agent"
"galhardear","Agent"
"galhofar","Agent"
"galopar","Agent"
"galopear","Agent"
"galrar","Agent"
"galrear","Agent"
"gandaiar","Agent"
"ganhar","Agent"
"garantir","Agent"
"garatujar","Agent"
"gargalhadear","Agent"
"gargalhar","Agent"
"gargantear","Agent"
"garimpar","Agent"
"garotar","Agent"
"garrotear","Agent"
"garrular","Agent"
"gaseificar","Agent"
"gasificar","Agent"
"gastar","Agent"
"gatafunhar","Agent"
"gatinhar","Agent"
"gazear1","Agent"
"gazear2","Agent"
"gazetear","Agent"
"gelar","Agent"
"gemelhicar","Agent"
"gemer","Agent"
"genuflectir","Agent"
"genufletir","Agent"
"germinar","Agent"
"girar","Agent"
"girovagar","Agent"
"globalizar","Agent"
"glorificar","Agent"
"gloterar","Agent"
"golfar","Agent"
"golfejar","Agent"
"golpear","Agent"
"gomar1","Agent"
"gorar","Agent"
"gorgolar","Agent"
"gorjear","Agent"
"gostar","Agent"
"gotear","Agent"
"gotejar","Agent"
"gozar","Agent"
"gracejar","Agent"
"gradar2","Agent"
"gradear","Agent"
"graduar","Agent"
"grafar","Agent"
"gralhar","Agent"
"grampear","Agent"
"granjear","Agent"
"grasnar","Agent"
"grasnir","Agent"
"gratificar","Agent"
"gravar1","Agent"
"gravar2","Agent"
"grazinar","Agent"
"grelar1","Agent"
"gretar","Agent"
"grimpar","Agent"
"grisalhar","Agent"
"grudar","Agent"
"grugrulejar","Agent"
"grunhir","Agent"
"guardar","Agent"
"guarecer","Agent"
"guarnecer","Agent"
"guerrear","Agent"
"guiar","Agent"
"guinchar","Agent"
"guindar","Agent"
"guisar","Agent"
"gungunar","Agent"
"habilitar","Agent"
"haraganear","Agent"
"harmonizar","Agent"
"hastear","Agent"
"haurir","Agent"
"haver","Agent"
"heroificar","Agent"
"higienizar","Agent"
"hipotecar","Agent"
"hispanizar","Agent"
"historiar","Agent"
"honestar","Agent"
"hospedar","Agent"
"hostilizar","Agent"
"humilhar","Agent"
"içar","Agent"
"idealizar","Agent"
"idear","Agent"
"identificar","Agent"
"ignominiar","Agent"
"ignorar","Agent"
"igualar","Agent"
"ilaquear","Agent"
"ilegalizar","Agent"
"ilegitimar","Agent"
"ilhar","Agent"
"ilibar","Agent"
"iludir","Agent"
"iluminar","Agent"
"ilustrar","Agent"
"imaginar","Agent"
"imergir","Agent"
"imolar","Agent"
"impar","Agent"
"impedir","Agent"
"impelir","Agent"
"impender","Agent"
"impetrar","Agent"
"implantar","Agent"
"implicar","Agent"
"implorar","Agent"
"impor","Agent"
"impregnar","Agent"
"imprensar","Agent"
"imprimir","Agent"
"impugnar","Agent"
"impulsar","Agent"
"impulsionar","Agent"
"impurificar","Agent"
"inalar","Agent"
"incandescer","Agent"
"incentivar","Agent"
"incitar","Agent"
"inclinar","Agent"
"incluir","Agent"
"incoar","Agent"
"incompatibilizar","Agent"
"incorporar","Agent"
"incrementar","Agent"
"increpar","Agent"
"incrustar","Agent"
"incubar","Agent"
"inculcar","Agent"
"incumbir","Agent"
"indagar","Agent"
"indenizar","Agent"
"indicar","Agent"
"indispor","Agent"
"induzir","Agent"
"infamar","Agent"
"infeccionar","Agent"
"infectar","Agent"
"inferiorizar","Agent"
"inferir","Agent"
"infetar","Agent"
"infiltrar","Agent"
"inflamar","Agent"
"inflectir","Agent"
"infletir","Agent"
"informar","Agent"
"ingerir","Agent"
"ingurgitar","Agent"
"inibir","Agent"
"iniciar","Agent"
"inimizar","Agent"
"injetar","Agent"
"injuriar","Agent"
"inocentar","Agent"
"inovar","Agent"
"inquinar","Agent"
"inquirir","Agent"
"inscrever","Agent"
"insculpir","Agent"
"inserir","Agent"
"insistir","Agent"
"inspecionar","Agent"
"inspetar","Agent"
"inspirar","Agent"
"instalar","Agent"
"instar","Agent"
"instituir","Agent"
"instruir","Agent"
"insular","Agent"
"integralizar","Agent"
"integrar","Agent"
"inteirar","Agent"
"inteiriçar","Agent"
"intencionar","Agent"
"intensificar","Agent"
"intentar","Agent"
"intercalar","Agent"
"interceptar","Agent"
"interdizer","Agent"
"interligar","Agent"
"intermediar","Agent"
"internar","Agent"
"interpor","Agent"
"interpretar","Agent"
"interrogar","Agent"
"interromper","Agent"
"intervalar","Agent"
"interverter","Agent"
"intimar","Agent"
"intransigir","Agent"
"introduzir","Agent"
"intrometer","Agent"
"intrujar","Agent"
"intuicionar","Agent"
"intuir","Agent"
"inundar","Agent"
"inutilizar","Agent"
"invadir","Agent"
"invalidar","Agent"
"invectivar","Agent"
"inventar","Agent"
"inverter","Agent"
"investigar","Agent"
"investir","Agent"
"invitar","Agent"
"invocar","Agent"
"involuir","Agent"
"ir","Agent"
"irmanar","Agent"
"ironizar","Agent"
"iscar","Agent"
"isentar","Agent"
"isolar","Agent"
"jacular","Agent"
"janotear","Agent"
"jarretar","Agent"
"joeirar","Agent"
"jogar","Agent"
"jorrar","Agent"
"jubilar","Agent"
"jugular","Agent"
"julgar","Agent"
"juntar","Agent"
"justapor","Agent"
"justar2","Agent"
"justificar","Agent"
"lacrimar","Agent"
"lacrimejar","Agent"
"lactar","Agent"
"ladear","Agent"
"ladrar","Agent"
"lagrimar","Agent"
"lagrimejar","Agent"
"lamber","Agent"
"lambuzar","Agent"
"lampejar","Agent"
"lançar","Agent"
"lapidar","Agent"
"laquear","Agent"
"largar","Agent"
"larguear","Agent"
"lassear","Agent"
"latejar","Agent"
"latir","Agent"
"laurear","Agent"
"lavar","Agent"
"lavrar","Agent"
"laxar","Agent"
"lecionar","Agent"
"legar","Agent"
"legitimar","Agent"
"lembrar","Agent"
"lenificar","Agent"
"lenir","Agent"
"ler","Agent"
"lesar","Agent"
"levantar","Agent"
"levar","Agent"
"liar","Agent"
"libar","Agent"
"liberalizar","Agent"
"liberar","Agent"
"libertar","Agent"
"ligar","Agent"
"limpar","Agent"
"linguajar","Agent"
"liquefazer","Agent"
"liquidar","Agent"
"liquidificar","Agent"
"liqüidar","Agent"
"liqüidificar","Agent"
"livrar","Agent"
"localizar","Agent"
"locar","Agent"
"locupletar","Agent"
"lograr","Agent"
"lotar","Agent"
"lourecer","Agent"
"lourejar","Agent"
"louvar","Agent"
"lubricar","Agent"
"lubrificar","Agent"
"ludibriar","Agent"
"lufar","Agent"
"lusitanizar","Agent"
"lustrar","Agent"
"macetar","Agent"
"machucar","Agent"
"macular","Agent"
"madurar","Agent"
"madurecer","Agent"
"magnificar","Agent"
"magoar","Agent"
"mal-usar","Agent"
"malandrar","Agent"
"malandrear","Agent"
"malear","Agent"
"malhar","Agent"
"malograr","Agent"
"malquistar","Agent"
"maltratar","Agent"
"mamar","Agent"
"manar","Agent"
"mancar","Agent"
"manchar","Agent"
"mandar","Agent"
"mandriar","Agent"
"manducar","Agent"
"manear","Agent"
"manejar","Agent"
"mangar","Agent"
"maniatar","Agent"
"manietar","Agent"
"manifestar","Agent"
"manipular","Agent"
"manobrar","Agent"
"manquejar","Agent"
"manquitolar","Agent"
"manter","Agent"
"manufaturar","Agent"
"manusear","Agent"
"maquinar","Agent"
"marcar","Agent"
"marchar","Agent"
"marchetar","Agent"
"marear","Agent"
"marejar","Agent"
"marginalizar","Agent"
"marinhar","Agent"
"mariposar","Agent"
"mariposear","Agent"
"mariscar","Agent"
"marretar","Agent"
"martelar","Agent"
"mascar","Agent"
"mascarrar","Agent"
"mascatear","Agent"
"massacrar","Agent"
"massagear","Agent"
"mastigar","Agent"
"mastrear","Agent"
"matar","Agent"
"matizar","Agent"
"matraquear","Agent"
"maturar","Agent"
"matutar","Agent"
"mazelar","Agent"
"meandrar","Agent"
"mecanografar","Agent"
"medir","Agent"
"meditar","Agent"
"medrar","Agent"
"melar","Agent"
"melhorar","Agent"
"melificar","Agent"
"memorizar","Agent"
"mencionar","Agent"
"mendigar","Agent"
"menear","Agent"
"menos se esperava","Agent"
"menosprezar","Agent"
"mentalizar","Agent"
"mentir","Agent"
"mergulhar","Agent"
"mesclar","Agent"
"mestiçar","Agent"
"meter","Agent"
"mexer","Agent"
"migar","Agent"
"mimar1","Agent"
"mimosear","Agent"
"minar","Agent"
"minerar","Agent"
"minguar","Agent"
"ministrar","Agent"
"minorar","Agent"
"mirar","Agent"
"mirrar","Agent"
"miscigenar","Agent"
"mistificar","Agent"
"misturar","Agent"
"mitigar","Agent"
"miudear","Agent"
"mobilizar","Agent"
"mochar","Agent"
"modelar","Agent"
"moderar","Agent"
"modificar","Agent"
"moer","Agent"
"mofar1","Agent"
"moldar","Agent"
"moldurar","Agent"
"molestar","Agent"
"molhar","Agent"
"molificar","Agent"
"monitorar","Agent"
"monitorizar","Agent"
"montar","Agent"
"montear","Agent"
"morder","Agent"
"mordicar","Agent"
"mordiscar","Agent"
"mornar","Agent"
"mostrar","Agent"
"motejar","Agent"
"motivar","Agent"
"mover","Agent"
"movimentar","Agent"
"mudar","Agent"
"multar","Agent"
"multiplicar","Agent"
"mundificar","Agent"
"mungir","Agent"
"municiar","Agent"
"munir","Agent"
"murchar","Agent"
"murmulhar","Agent"
"murmurar","Agent"
"murmurejar","Agent"
"musicar","Agent"
"mussitar","Agent"
"mutilar","Agent"
"nadar","Agent"
"namorar","Agent"
"narrar","Agent"
"nascer","Agent"
"naufragar","Agent"
"nausear","Agent"
"navegar","Agent"
"nebulizar","Agent"
"negacear","Agent"
"negar","Agent"
"neutralizar","Agent"
"nimbar","Agent"
"nitrir","Agent"
"nivelar","Agent"
"nobilitar","Agent"
"nodoar","Agent"
"nomear","Agent"
"nomenclar","Agent"
"nomenclaturar","Agent"
"notar","Agent"
"noticiar","Agent"
"notificar","Agent"
"nulificar","Agent"
"nutrir","Agent"
"obedecer","Agent"
"objetar","Agent"
"obliterar","Agent"
"obrar","Agent"
"obrigar","Agent"
"obscurecer","Agent"
"observar","Agent"
"obstar","Agent"
"obstruir","Agent"
"obtemperar","Agent"
"obter","Agent"
"obtestar","Agent"
"obviar","Agent"
"ocar","Agent"
"ocorrer","Agent"
"ocupar","Agent"
"odorar","Agent"
"ofegar","Agent"
"oferecer","Agent"
"oferendar","Agent"
"ofertar","Agent"
"olear","Agent"
"olhar","Agent"
"ondear","Agent"
"ondular","Agent"
"onerar","Agent"
"operar","Agent"
"opinar","Agent"
"opor","Agent"
"oprimir","Agent"
"optar","Agent"
"opugnar","Agent"
"opulentar","Agent"
"ordenar","Agent"
"ordenhar","Agent"
"organizar","Agent"
"orientar","Agent"
"ornamentar","Agent"
"ornar","Agent"
"ornear","Agent"
"ornejar","Agent"
"ortografar","Agent"
"orvalhar","Agent"
"oscilar","Agent"
"oscular","Agent"
"outorgar","Agent"
"ouvir","Agent"
"oxigenar","Agent"
"pacificar","Agent"
"padrear","Agent"
"pagar","Agent"
"pagodear","Agent"
"pairar","Agent"
"palavrear","Agent"
"palejar","Agent"
"palestrar","Agent"
"palhetar","Agent"
"palmatoar","Agent"
"palmear","Agent"
"palpitar","Agent"
"palrar","Agent"
"palrear","Agent"
"papagaiar","Agent"
"papaguear","Agent"
"paparicar","Agent"
"papear","Agent"
"parabenizar","Agent"
"parafusar","Agent"
"paramentar","Agent"
"paraninfar","Agent"
"parar","Agent"
"parquear","Agent"
"participar","Agent"
"partir","Agent"
"pascer","Agent"
"passar","Agent"
"passarinhar","Agent"
"pastar","Agent"
"pastejar","Agent"
"pastorar","Agent"
"pastorear","Agent"
"pataratar","Agent"
"pataratear","Agent"
"patrocinar","Agent"
"patronear","Agent"
"pavimentar","Agent"
"pedir","Agent"
"pegar","Agent"
"pejar","Agent"
"pender","Agent"
"pendular","Agent"
"pendurar","Agent"
"peneirar","Agent"
"penetrar","Agent"
"pentear","Agent"
"peralvilhar","Agent"
"perambular","Agent"
"perceber","Agent"
"percorrer","Agent"
"perder","Agent"
"perdoar","Agent"
"perfazer","Agent"
"perfilhar","Agent"
"perfolhear","Agent"
"perfumar","Agent"
"perfurar","Agent"
"perguntar","Agent"
"perjurar","Agent"
"perlar","Agent"
"perlavar","Agent"
"perlongar","Agent"
"permear","Agent"
"permitir","Agent"
